Date,Region,RA_NewCases,RA_NewDeaths,RA_retail_and_recreation,RA_grocery_and_pharmacy,RA_parks,RA_transit_stations,RA_workplaces,RA_residential,RA_combined
08/12/2020,West Java,872.1428571,7.5,-16.42857143,6.785714286,-4.571428571,-23.42857143,-19.78571429,9.5,-16.87857143
09/12/2020,West Java,884.0714286,8.214285714,-15.85714286,6.928571429,-3.642857143,-23.85714286,-22,10.07142857,-17.20714286
10/12/2020,West Java,897.2142857,10.21428571,-16,6.785714286,-3.714285714,-23.71428571,-21.85714286,10.28571429,-17.20714286
11/12/2020,West Java,920.7857143,11.35714286,-15.92857143,7,-3.571428571,-23.57142857,-21.71428571,10.5,-17.08571429
12/12/2020,West Java,986.2142857,11.42857143,-16,7.142857143,-3.357142857,-23.42857143,-21.5,10.71428571,-17.01428571
13/12/2020,West Java,1031,11.35714286,-16.28571429,6.857142857,-3.714285714,-23.42857143,-21.21428571,11,-17.1
14/12/2020,West Java,1020.928571,11.64285714,-16.35714286,6.428571429,-3.285714286,-23.21428571,-21.14285714,11.28571429,-17.09285714
15/12/2020,West Java,1047.928571,11.28571429,-16.57142857,5.857142857,-3,-22.92857143,-21.07142857,11.57142857,-17.13571429
16/12/2020,West Java,1095.785714,11.07142857,-16.78571429,5.428571429,-2.785714286,-22.64285714,-21,11.78571429,-17.16428571
17/12/2020,West Java,1069.285714,10.35714286,-16.85714286,5.285714286,-2.285714286,-22.14285714,-20.85714286,11.92857143,-17.02857143
18/12/2020,West Java,1068.928571,10.14285714,-16.85714286,5.285714286,-1.714285714,-21.78571429,-20.71428571,12.14285714,-16.89285714
19/12/2020,West Java,1072.214286,9.928571429,-16.92857143,5.285714286,-1.142857143,-21.5,-20.35714286,12.35714286,-16.76428571
20/12/2020,West Java,1048.214286,9.5,-16.42857143,5.928571429,0.5,-20.78571429,-19.64285714,12.35714286,-16.14285714
21/12/2020,West Java,1015.714286,9.142857143,-16.21428571,6.071428571,1.214285714,-20.28571429,-19.5,12.5,-15.86428571
22/12/2020,West Java,1029.571429,8.928571429,-16.14285714,6,1.714285714,-19.78571429,-19.57142857,12.78571429,-15.70714286
23/12/2020,West Java,1029.214286,7.928571429,-16.21428571,6.357142857,2,-18.14285714,-17.42857143,12.35714286,-14.77857143
24/12/2020,West Java,1010.785714,6.357142857,-15.71428571,6.928571429,3.5,-17.14285714,-18.85714286,12.64285714,-14.50714286
25/12/2020,West Java,1001.785714,4.857142857,-15.42857143,7.071428571,5.357142857,-17.35714286,-21.5,13.14285714,-14.97142857
26/12/2020,West Java,953.0714286,4.428571429,-15.57142857,6.785714286,6.071428571,-17.85714286,-22.35714286,13.28571429,-15.37857143
27/12/2020,West Java,955.7142857,7.142857143,-15.57142857,6.785714286,6.714285714,-17.85714286,-22.35714286,13.21428571,-15.37857143
28/12/2020,West Java,941.6428571,6.071428571,-15.21428571,7.357142857,7.642857143,-17.78571429,-22.85714286,13.21428571,-15.25714286
29/12/2020,West Java,946.8571429,5.642857143,-15.07142857,7.5,8.214285714,-17.78571429,-23.42857143,13.28571429,-15.3
30/12/2020,West Java,932.5,5.714285714,-14.71428571,8.071428571,9.071428571,-17.35714286,-24.07142857,13.35714286,-15.1
31/12/2020,West Java,914.4285714,5.714285714,-13.78571429,9.928571429,11.64285714,-16.71428571,-25.85714286,13.42857143,-14.70714286
01/01/2021,West Java,951.3571429,5.857142857,-14.07142857,9.642857143,14.14285714,-17.78571429,-29.14285714,14,-15.82857143
02/01/2021,West Java,953.8571429,5.857142857,-14.28571429,9.571428571,15.42857143,-18.21428571,-30.71428571,14.14285714,-16.36428571
03/01/2021,West Java,966.7142857,5.928571429,-14.85714286,9.071428571,15.57142857,-18.21428571,-31.14285714,14.21428571,-16.72857143
04/01/2021,West Java,992.6428571,5.785714286,-15,9.214285714,15.71428571,-18.14285714,-31.21428571,14.28571429,-16.76428571
05/01/2021,West Java,1005.142857,6.142857143,-15.21428571,9.357142857,15.64285714,-18.57142857,-31.21428571,14.35714286,-16.96428571
06/01/2021,West Java,1045.642857,6.785714286,-15.64285714,8.785714286,14.92857143,-19.85714286,-31.14285714,14.5,-17.56428571
07/01/2021,West Java,1096.642857,6.214285714,-16.07142857,8.285714286,13.85714286,-21.14285714,-29.92857143,14.35714286,-17.92857143
08/01/2021,West Java,1162.428571,6.5,-16.57142857,7.857142857,11.85714286,-21.35714286,-27.42857143,13.92857143,-17.73571429
09/01/2021,West Java,1243.142857,6.928571429,-17.28571429,7,10.07142857,-21.85714286,-26.85714286,13.92857143,-18.14285714
10/01/2021,West Java,1284.285714,4.428571429,-17.21428571,7.357142857,9.5,-22.35714286,-27,13.92857143,-18.25714286
11/01/2021,West Java,1360.857143,5.214285714,-17.64285714,6.857142857,8.5,-23.07142857,-26.71428571,13.92857143,-18.63571429
12/01/2021,West Java,1375.928571,6.142857143,-18.21428571,6.071428571,7.285714286,-23.92857143,-26.42857143,13.92857143,-19.14285714
13/01/2021,West Java,1413.214286,6.785714286,-19.07142857,4.785714286,5.714285714,-25.35714286,-26.21428571,13.85714286,-20
14/01/2021,West Java,1497.285714,6.785714286,-20.85714286,1.571428571,1.785714286,-27.5,-25.21428571,13.71428571,-21.47857143
15/01/2021,West Java,1610.928571,8.5,-21.42857143,0.5,-2,-28,-22.85714286,13.07142857,-21.49285714
16/01/2021,West Java,1774.714286,11.42857143,-22.42857143,-1.214285714,-5.214285714,-29.5,-22.57142857,12.92857143,-22.45714286
17/01/2021,West Java,1793.214286,12.07142857,-22.71428571,-1.928571429,-6.857142857,-31.35714286,-23.28571429,12.85714286,-23.34285714
18/01/2021,West Java,1822.214286,13.92857143,-23.64285714,-3.642857143,-8.785714286,-33,-23.92857143,12.85714286,-24.50714286
19/01/2021,West Java,1863.928571,15.07142857,-24.5,-5.357142857,-10.5,-34.28571429,-24.64285714,12.85714286,-25.55
20/01/2021,West Java,1888.5,15.21428571,-25.35714286,-6.642857143,-12.07142857,-35.35714286,-25.28571429,12.92857143,-26.47142857
21/01/2021,West Java,1875.071429,20.28571429,-26.5,-8.357142857,-13.92857143,-36.5,-25.85714286,13,-27.55714286
22/01/2021,West Java,1919.142857,20.57142857,-27.21428571,-9.571428571,-15.07142857,-37.35714286,-26.42857143,13.07142857,-28.33571429
23/01/2021,West Java,1924.714286,21.28571429,-27.21428571,-9.785714286,-15.5,-38,-26.85714286,13,-28.63571429
24/01/2021,West Java,1986.142857,21.28571429,-28.21428571,-11.35714286,-17.14285714,-39.28571429,-27.57142857,13.21428571,-29.72142857
25/01/2021,West Java,2025.214286,20.64285714,-28.78571429,-12.28571429,-18.21428571,-39.78571429,-27.92857143,13.21428571,-30.26428571
26/01/2021,West Java,2195.5,20.5,-29,-12.64285714,-18.71428571,-40.07142857,-28.21428571,13.14285714,-30.52857143
27/01/2021,West Java,2298.571429,27.28571429,-29.14285714,-12.85714286,-19.28571429,-40.21428571,-28.35714286,13.21428571,-30.67857143
28/01/2021,West Java,2465.071429,40.78571429,-28.85714286,-12.35714286,-19.28571429,-39.85714286,-28.14285714,13.28571429,-30.36428571
29/01/2021,West Java,2517.928571,39.21428571,-28.64285714,-11.78571429,-19.42857143,-39.28571429,-27.78571429,13.35714286,-29.97857143
30/01/2021,West Java,2599.428571,38.14285714,-28.21428571,-10.85714286,-19.57142857,-38.57142857,-27.28571429,13.28571429,-29.4
31/01/2021,West Java,2696.357143,41.78571429,-27.64285714,-9.785714286,-19.78571429,-37.71428571,-26.71428571,13.14285714,-28.69285714
01/02/2021,West Java,2802.142857,40.14285714,-27.14285714,-8.714285714,-19.5,-37.07142857,-26.35714286,12.92857143,-28.12142857
02/02/2021,West Java,2829.571429,41.85714286,-26.57142857,-7.5,-19.28571429,-36.42857143,-26,12.71428571,-27.50714286
03/02/2021,West Java,2860.071429,41.64285714,-26.21428571,-6.857142857,-19.21428571,-35.92857143,-25.78571429,12.5,-27.10714286
04/02/2021,West Java,2916.642857,37.14285714,-25.78571429,-6.214285714,-19.21428571,-35.35714286,-25.64285714,12.21428571,-26.67142857
05/02/2021,West Java,2893.5,38.57142857,-25.14285714,-5.071428571,-18.92857143,-34.78571429,-25.5,11.85714286,-26.1
06/02/2021,West Java,3047.928571,37.71428571,-24.71428571,-4.357142857,-18.85714286,-34.21428571,-25.57142857,11.64285714,-25.7
07/02/2021,West Java,3023.642857,37.28571429,-24.71428571,-4.285714286,-19.5,-33.85714286,-25.78571429,11.42857143,-25.62857143
08/02/2021,West Java,2986.357143,38,-24.5,-3.928571429,-19.64285714,-33.42857143,-25.92857143,11.21428571,-25.40714286
09/02/2021,West Java,2761.428571,38.28571429,-24.07142857,-3.214285714,-19.5,-32.92857143,-25.92857143,10.92857143,-25.01428571
10/02/2021,West Java,2580.142857,31.85714286,-23.64285714,-2.642857143,-19.42857143,-32.42857143,-25.85714286,10.64285714,-24.62142857
11/02/2021,West Java,2332.071429,18.85714286,-23.07142857,-1.928571429,-18.92857143,-31.42857143,-25.78571429,10.28571429,-24.00714286
12/02/2021,West Java,2106.928571,18.85714286,-22.28571429,-1.285714286,-17.35714286,-31.42857143,-28,10.5,-24.07142857
13/02/2021,West Java,1902.357143,17.07142857,-21.92857143,-1.071428571,-16.21428571,-31.57142857,-28.5,10.42857143,-24.05
14/02/2021,West Java,1761.928571,12.92857143,-22.14285714,-1.5,-15.92857143,-31.57142857,-28.78571429,10.35714286,-24.23571429
15/02/2021,West Java,1617.714286,12.92857143,-22,-1.571428571,-15.78571429,-31.28571429,-28.78571429,10.28571429,-24.1
16/02/2021,West Java,1758,10.5,-22.07142857,-1.928571429,-15.78571429,-31.28571429,-28.78571429,10.21428571,-24.16428571
17/02/2021,West Java,1892.5,10,-21.85714286,-1.642857143,-15.57142857,-31.07142857,-28.64285714,10.07142857,-23.95714286
18/02/2021,West Java,2063.928571,9.928571429,-22.07142857,-1.928571429,-15.78571429,-31.14285714,-28.5,10.07142857,-24.06428571
19/02/2021,West Java,2187.5,9.714285714,-22.28571429,-2.142857143,-16,-31.28571429,-28.5,10.14285714,-24.21428571
20/02/2021,West Java,1973.5,9.785714286,-22.57142857,-2.357142857,-16.14285714,-31.57142857,-28.57142857,10.21428571,-24.45
21/02/2021,West Java,1904.428571,9.928571429,-22,-1.428571429,-15.07142857,-31.35714286,-28.21428571,10,-23.99285714
22/02/2021,West Java,2069.571429,10.21428571,-21.85714286,-1.142857143,-14.64285714,-31.35714286,-27.92857143,9.857142857,-23.85
23/02/2021,West Java,2323.785714,10.64285714,-22,-1.285714286,-14.64285714,-31.5,-27.71428571,9.857142857,-23.92142857
24/02/2021,West Java,2433.142857,10,-22.21428571,-1.5,-14.71428571,-31.71428571,-27.57142857,9.857142857,-24.06428571
25/02/2021,West Java,2539.357143,13.92857143,-22.5,-1.5,-15.14285714,-32.35714286,-27.42857143,10,-24.34285714
26/02/2021,West Java,2655.857143,14.07142857,-22.64285714,-1.071428571,-16.28571429,-31.92857143,-24.92857143,9.5,-23.72857143
27/02/2021,West Java,2594.357143,14.28571429,-22,0.071428571,-16.21428571,-31.14285714,-24.14285714,9.285714286,-22.96428571
28/02/2021,West Java,2586.357143,17.64285714,-21.35714286,1.142857143,-15.64285714,-30.71428571,-23.71428571,9.142857143,-22.38571429
01/03/2021,West Java,2637.428571,17.57142857,-21,1.928571429,-15.28571429,-30.57142857,-23.5,9,-22.07857143
02/03/2021,West Java,2467.571429,20.07142857,-20.57142857,2.785714286,-14.92857143,-30.14285714,-23.28571429,8.928571429,-21.65
03/03/2021,West Java,2308.357143,23.35714286,-20.21428571,3.357142857,-14.57142857,-29.85714286,-23.14285714,8.857142857,-21.33571429
04/03/2021,West Java,2116.285714,25.92857143,-19.64285714,4.214285714,-13.85714286,-29.35714286,-23,8.714285714,-20.84285714
05/03/2021,West Java,1969.071429,24.64285714,-19.21428571,4.785714286,-13.28571429,-28.78571429,-22.71428571,8.571428571,-20.38571429
06/03/2021,West Java,1977.571429,24.35714286,-18.57142857,5.5,-12.57142857,-27.78571429,-22.28571429,8.357142857,-19.67142857
07/03/2021,West Java,2002.214286,24.21428571,-18.14285714,5.928571429,-11.92857143,-27,-22.21428571,8.285714286,-19.20714286
08/03/2021,West Java,1854.142857,28.21428571,-17.85714286,6.357142857,-11.85714286,-26.57142857,-22.14285714,8.285714286,-18.90714286
09/03/2021,West Java,1672.214286,30.14285714,-17.35714286,6.928571429,-11.35714286,-26.14285714,-22.07142857,8.214285714,-18.50714286
10/03/2021,West Java,1627.857143,31.35714286,-16.64285714,7.928571429,-10.28571429,-25.07142857,-22,8,-17.78571429
11/03/2021,West Java,1501.785714,26.57142857,-15.57142857,8.571428571,-8.142857143,-24.57142857,-24.28571429,8.357142857,-17.6
12/03/2021,West Java,1433.428571,29.14285714,-15.64285714,8.214285714,-7.714285714,-24.5,-24.5,8.428571429,-17.68571429
13/03/2021,West Java,1436.928571,28.92857143,-15.78571429,7.714285714,-7.214285714,-24.5,-24.71428571,8.5,-17.83571429
14/03/2021,West Java,1462.857143,25.71428571,-15.78571429,7.428571429,-6.642857143,-24.14285714,-25,8.571428571,-17.81428571
15/03/2021,West Java,1439.428571,26.85714286,-15.71428571,7.285714286,-6.357142857,-23.85714286,-24.92857143,8.642857143,-17.7
16/03/2021,West Java,1436.785714,25.85714286,-16,6.714285714,-6.5,-23.92857143,-24.85714286,8.714285714,-17.87857143
17/03/2021,West Java,1397.642857,24.92857143,-16.07142857,6.571428571,-6.285714286,-23.85714286,-24.71428571,8.714285714,-17.87142857
18/03/2021,West Java,1364.071429,24.85714286,-16.07142857,6.5,-6.214285714,-23.78571429,-24.5,8.785714286,-17.81428571
19/03/2021,West Java,1333.714286,26.78571429,-16.07142857,6.357142857,-6.214285714,-23.78571429,-24.35714286,8.785714286,-17.8
20/03/2021,West Java,1314.285714,27.21428571,-15.85714286,6.571428571,-5.642857143,-23.85714286,-24.14285714,8.785714286,-17.67142857
21/03/2021,West Java,1253.642857,28.57142857,-15.78571429,6.571428571,-5.214285714,-23.85714286,-23.92857143,8.785714286,-17.6
22/03/2021,West Java,1218.928571,26.85714286,-15.78571429,6.5,-5,-23.85714286,-23.71428571,8.785714286,-17.56428571
23/03/2021,West Java,1178.142857,26.21428571,-16,6.214285714,-5.214285714,-23.92857143,-23.57142857,8.785714286,-17.67142857
24/03/2021,West Java,1160.928571,25,-16.5,5.5,-6,-24.57142857,-23.42857143,8.928571429,-18.10714286
25/03/2021,West Java,1188.857143,25.42857143,-17.42857143,4.928571429,-8,-24.64285714,-20.92857143,8.5,-18.05714286
26/03/2021,West Java,1153,22.42857143,-17.07142857,5.428571429,-7.785714286,-24.21428571,-20.5,8.357142857,-17.65
27/03/2021,West Java,1120.928571,29.57142857,-17.35714286,5.142857143,-8.357142857,-24,-20.21428571,8.357142857,-17.67142857
28/03/2021,West Java,1078.142857,29.64285714,-17.14285714,5.5,-8.428571429,-23.92857143,-19.85714286,8.285714286,-17.45714286
29/03/2021,West Java,1097.857143,28.64285714,-17,5.785714286,-8.285714286,-23.85714286,-19.71428571,8.214285714,-17.32142857
30/03/2021,West Java,1047.428571,26.71428571,-16.71428571,6.071428571,-8.214285714,-23.64285714,-19.64285714,8.142857143,-17.1
31/03/2021,West Java,1020.857143,24.57142857,-16.5,6.285714286,-8.214285714,-23.14285714,-19.64285714,8.071428571,-16.84285714
01/04/2021,West Java,995.3571429,26.78571429,-15.28571429,8.142857143,-7,-21.28571429,-19.57142857,7.714285714,-15.6
02/04/2021,West Java,945.3571429,24.71428571,-13.78571429,9.857142857,-4.071428571,-19.71428571,-21.92857143,7.928571429,-14.82857143
03/04/2021,West Java,912.3571429,24.57142857,-13.5,10.21428571,-3.142857143,-19.07142857,-22.5,7.928571429,-14.6
04/04/2021,West Java,899.5714286,23.35714286,-12.85714286,11.21428571,-2,-17.28571429,-22.42857143,7.642857143,-13.69285714
05/04/2021,West Java,875.0714286,20.28571429,-12.21428571,12.21428571,-1.071428571,-16.28571429,-22.35714286,7.5,-13.02142857
06/04/2021,West Java,857.0714286,22.28571429,-11.5,13.21428571,-0.142857143,-15.42857143,-22.28571429,7.357142857,-12.36428571
07/04/2021,West Java,820.0714286,21.92857143,-10.71428571,14.21428571,1,-14.57142857,-22.28571429,7.214285714,-11.69285714
08/04/2021,West Java,784.4285714,22,-9.857142857,15.07142857,2.428571429,-13.78571429,-22.21428571,7,-11.01428571
09/04/2021,West Java,789.8571429,23.5,-9.285714286,15.5,3.071428571,-13.07142857,-22.14285714,6.857142857,-10.51428571
10/04/2021,West Java,827.0714286,16.71428571,-8.214285714,16.78571429,4.428571429,-11.85714286,-22,6.642857143,-9.564285714
11/04/2021,West Java,842.2857143,16.57142857,-7.857142857,17.21428571,5.071428571,-10.78571429,-22.07142857,6.5,-9.071428571
12/04/2021,West Java,832.2857143,17.92857143,-7,18.57142857,6.214285714,-9.571428571,-22.35714286,6.357142857,-8.285714286
13/04/2021,West Java,871.2142857,19,-8.071428571,18.14285714,5.214285714,-10.21428571,-23.07142857,6.857142857,-9.092857143
14/04/2021,West Java,913.5714286,19.78571429,-8.928571429,17.57142857,4.142857143,-10.92857143,-23.42857143,7.214285714,-9.778571429
15/04/2021,West Java,935.8571429,17.42857143,-10.42857143,15.71428571,2.357142857,-12.85714286,-23.57142857,7.785714286,-11.17142857
16/04/2021,West Java,959.9285714,17.42857143,-12,14.28571429,-0.785714286,-14.5,-21.21428571,7.785714286,-11.96428571
17/04/2021,West Java,993.6428571,17.71428571,-12.85714286,13.42857143,-3.214285714,-15.78571429,-20.71428571,8.142857143,-12.67857143
18/04/2021,West Java,1024.428571,18.07142857,-13.92857143,12.28571429,-6.142857143,-18.14285714,-20.64285714,8.857142857,-13.91428571
19/04/2021,West Java,1060.928571,18.28571429,-14.64285714,11.28571429,-7.428571429,-19.21428571,-20.64285714,9.214285714,-14.62142857
20/04/2021,West Java,1092,14.42857143,-15.14285714,10.85714286,-8.357142857,-19.92857143,-20.64285714,9.5,-15.07857143
21/04/2021,West Java,1105.785714,17.42857143,-15.64285714,10.35714286,-9.285714286,-20.78571429,-20.57142857,9.785714286,-15.57142857
22/04/2021,West Java,1154.714286,18.5,-16.42857143,9.571428571,-10.71428571,-21.71428571,-20.5,10.14285714,-16.22857143
23/04/2021,West Java,1164.357143,18.57142857,-17.21428571,8.928571429,-12,-22.71428571,-20.5,10.57142857,-16.90714286
24/04/2021,West Java,1138.142857,19.71428571,-18,8.071428571,-14.07142857,-24.21428571,-20.35714286,11.07142857,-17.72857143
25/04/2021,West Java,1133.571429,19.85714286,-18.57142857,7.428571429,-16.42857143,-25.92857143,-20,11.64285714,-18.46428571
26/04/2021,West Java,1167.214286,19.21428571,-19.35714286,6.071428571,-17.85714286,-27.21428571,-19.57142857,12,-19.21428571
27/04/2021,West Java,1146.357143,18.78571429,-18,6.928571429,-16.71428571,-26.5,-18.71428571,11.64285714,-18.2
28/04/2021,West Java,1131.071429,18.57142857,-17,7.642857143,-16,-26.07142857,-18.28571429,11.5,-17.51428571
29/04/2021,West Java,1124.142857,17.35714286,-15.78571429,9,-15,-25.42857143,-18,11.28571429,-16.64285714
30/04/2021,West Java,1137.071429,19.07142857,-14.71428571,10.21428571,-14.35714286,-24.57142857,-17.71428571,11.07142857,-15.77857143
01/05/2021,West Java,1131.5,18.78571429,-13.07142857,12.14285714,-13,-23.07142857,-19,10.92857143,-14.73571429
02/05/2021,West Java,1124.571429,18.64285714,-11.5,13.92857143,-12,-21.64285714,-18.57142857,10.57142857,-13.41428571
03/05/2021,West Java,1115.357143,19.21428571,-9.928571429,15.92857143,-10.64285714,-20.5,-18.5,10.28571429,-12.22857143
04/05/2021,West Java,1080.571429,19.85714286,-8.642857143,17.57142857,-9.571428571,-19.07142857,-18.42857143,10.07142857,-11.10714286
05/05/2021,West Java,1079.928571,18.5,-7.428571429,19.14285714,-8.714285714,-17.57142857,-18.5,9.857142857,-10.02857143
06/05/2021,West Java,1057.071429,16.92857143,-6.214285714,20.78571429,-7.785714286,-17.28571429,-18.57142857,9.785714286,-9.307142857
07/05/2021,West Java,1120.428571,17.78571429,-4.785714286,22.57142857,-6.5,-17.21428571,-18.64285714,9.571428571,-8.55
08/05/2021,West Java,1233.214286,16.42857143,-3.785714286,24,-5.642857143,-17.14285714,-18.92857143,9.428571429,-8.042857143
09/05/2021,West Java,1219.571429,16.5,-2.571428571,25.64285714,-4.642857143,-16.92857143,-18.85714286,9.214285714,-7.314285714
10/05/2021,West Java,1157.357143,16.5,-0.714285714,28.07142857,-2.785714286,-16.5,-19.71428571,9.142857143,-6.371428571
11/05/2021,West Java,1172.285714,16.57142857,1.357142857,31.28571429,-0.214285714,-15.35714286,-20.85714286,9.071428571,-5.107142857
12/05/2021,West Java,1133.714286,17.14285714,3.428571429,35.28571429,3.857142857,-14.5,-23.71428571,9.357142857,-4.192857143
13/05/2021,West Java,1082.357143,16.07142857,3.428571429,35.64285714,7.857142857,-15.5,-27.35714286,9.071428571,-5.185714286
14/05/2021,West Java,1041.714286,14.14285714,3.714285714,36.07142857,13.07142857,-16.35714286,-31.21428571,9.357142857,-6.057142857
15/05/2021,West Java,1039.5,14.42857143,3.357142857,35.85714286,17.78571429,-17,-32.5,9.214285714,-6.671428571
16/05/2021,West Java,1048.071429,14.35714286,3.071428571,35.64285714,21.21428571,-17.57142857,-33.71428571,9.071428571,-7.221428571
17/05/2021,West Java,1053,15.07142857,3.214285714,35.64285714,23.85714286,-18.14285714,-34.71428571,9.214285714,-7.535714286
18/05/2021,West Java,1067.785714,16.14285714,3.285714286,35.42857143,26.14285714,-18.21428571,-35.42857143,9.285714286,-7.692857143
19/05/2021,West Java,1083.785714,14.92857143,3.357142857,35.28571429,28.35714286,-18.28571429,-35.71428571,9.285714286,-7.757142857
20/05/2021,West Java,1104.785714,15.5,3.214285714,34.92857143,30.07142857,-17.57142857,-35.85714286,9.214285714,-7.664285714
21/05/2021,West Java,1042.785714,14.14285714,2.571428571,34,30.92857143,-16.85714286,-35.85714286,9.285714286,-7.8
22/05/2021,West Java,956.2142857,14.92857143,2.214285714,33.42857143,32.71428571,-15.71428571,-35.71428571,9.214285714,-7.628571429
23/05/2021,West Java,990.3571429,14.78571429,1.785714286,32.85714286,35,-14.42857143,-35.71428571,9.071428571,-7.471428571
24/05/2021,West Java,1015.357143,15,0.357142857,30.85714286,34.57142857,-14.07142857,-34.85714286,9,-7.964285714
25/05/2021,West Java,990.4285714,14.64285714,-0.714285714,29,34.21428571,-13.78571429,-33.57142857,8.857142857,-8.235714286
26/05/2021,West Java,979.4285714,13.78571429,-0.928571429,26.78571429,34.92857143,-13.28571429,-33.07142857,8.857142857,-8.292857143
27/05/2021,West Java,1048.714286,14.14285714,-0.285714286,27.07142857,32.71428571,-11.64285714,-29.28571429,9,-6.757142857
28/05/2021,West Java,1091.285714,15.28571429,-0.142857143,26.85714286,29,-10.35714286,-25.28571429,8.642857143,-5.535714286
29/05/2021,West Java,1105.857143,15.14285714,-0.285714286,26.42857143,25.42857143,-9.142857143,-22.28571429,8.642857143,-4.671428571
30/05/2021,West Java,1094.928571,15.42857143,0.357142857,27.07142857,25.07142857,-7.642857143,-21,8.642857143,-3.642857143
31/05/2021,West Java,1091.714286,15.28571429,0.571428571,27.28571429,24.35714286,-6.5,-19.92857143,8.5,-2.978571429
01/06/2021,West Java,1075.5,13.21428571,1.5,28,25.64285714,-6.142857143,-21.71428571,8.928571429,-2.785714286
02/06/2021,West Java,1054.857143,14.21428571,1.571428571,28.28571429,24.64285714,-6.142857143,-21.07142857,8.928571429,-2.6
03/06/2021,West Java,1043.714286,15.07142857,2.071428571,29,24.35714286,-5.857142857,-20.57142857,8.857142857,-2.142857143
04/06/2021,West Java,1034.214286,15.64285714,2.642857143,29.71428571,24.42857143,-5.5,-20.14285714,8.785714286,-1.65
05/06/2021,West Java,1033.928571,15.71428571,3.357142857,30.57142857,24.78571429,-5.071428571,-19.78571429,8.642857143,-1.078571429
06/06/2021,West Java,1026.714286,16.35714286,3.785714286,30.85714286,24.85714286,-4.714285714,-19.71428571,8.642857143,-0.757142857
07/06/2021,West Java,1053.142857,16.57142857,4.5,31.85714286,25.57142857,-4.5,-19.5,8.571428571,-0.264285714
08/06/2021,West Java,1056.642857,17.5,4.571428571,31.71428571,25.42857143,-5.142857143,-19.35714286,8.642857143,-0.414285714
09/06/2021,West Java,1121.071429,17.5,3.857142857,31.21428571,22.92857143,-5.714285714,-16.64285714,8.214285714,-0.378571429
10/06/2021,West Java,1118.5,17.78571429,4,31.35714286,22.85714286,-5.928571429,-16.5,8.285714286,-0.342857143
11/06/2021,West Java,1125.357143,17.5,3.714285714,31,22.42857143,-6.285714286,-16.42857143,8.428571429,-0.585714286
12/06/2021,West Java,1121.714286,17.85714286,4.214285714,31.57142857,22.92857143,-6.714285714,-16.28571429,8.428571429,-0.428571429
13/06/2021,West Java,1164.785714,17.78571429,3.857142857,31,22.28571429,-7.285714286,-16.35714286,8.571428571,-0.814285714
14/06/2021,West Java,1180.214286,17.21428571,3.357142857,30.42857143,21.28571429,-8,-16.21428571,8.642857143,-1.257142857
15/06/2021,West Java,1244.571429,17.28571429,1.928571429,29.07142857,18.28571429,-9.071428571,-13.5,8.285714286,-1.742857143
16/06/2021,West Java,1363.785714,16.78571429,1.5,28.42857143,17.57142857,-9.857142857,-13.64285714,8.428571429,-2.242857143
17/06/2021,West Java,1479.785714,16.14285714,0.642857143,27.35714286,16.5,-10.57142857,-13.85714286,8.642857143,-2.95
18/06/2021,West Java,1611.142857,17.92857143,-0.428571429,26.21428571,15.14285714,-11.5,-14.14285714,8.857142857,-3.828571429
19/06/2021,West Java,1690.5,17.85714286,-1.857142857,24.85714286,12.85714286,-13,-14.35714286,9.285714286,-5.028571429
20/06/2021,West Java,1771.928571,21.21428571,-3.357142857,23.5,10.5,-14.85714286,-14.71428571,9.642857143,-6.392857143
21/06/2021,West Java,1838.285714,21.64285714,-4.428571429,22.57142857,8.928571429,-15.92857143,-15.21428571,10,-7.335714286
22/06/2021,West Java,2006.785714,24.71428571,-5.214285714,22.14285714,7.785714286,-16.85714286,-15.71428571,10.21428571,-8.071428571
23/06/2021,West Java,2103.071429,26.71428571,-6.285714286,21.35714286,6.357142857,-17.92857143,-16.35714286,10.57142857,-9.028571429
24/06/2021,West Java,2225.857143,31.21428571,-7.357142857,20.57142857,4.928571429,-19,-17,10.92857143,-9.985714286
25/06/2021,West Java,2407.571429,36.21428571,-7.928571429,20.64285714,4.142857143,-20,-17.64285714,11.21428571,-10.63571429
26/06/2021,West Java,2615.5,40.64285714,-9.071428571,20,2.142857143,-21.5,-18.14285714,11.57142857,-11.70714286
27/06/2021,West Java,2811.642857,46.64285714,-10.42857143,19.14285714,-0.357142857,-23.42857143,-18.57142857,12,-13
28/06/2021,West Java,3043,50.71428571,-11.07142857,19.14285714,-1.357142857,-24.5,-19.28571429,12.35714286,-13.72142857
29/06/2021,West Java,3194.071429,57.92857143,-11.64285714,19.21428571,-2.285714286,-25.5,-20.07142857,12.71428571,-14.4
30/06/2021,West Java,3327.928571,63.28571429,-12.28571429,19.28571429,-3.142857143,-26.5,-20.85714286,13,-15.10714286
01/07/2021,West Java,3569.285714,66.71428571,-12.5,20.07142857,-3.785714286,-27.35714286,-21.57142857,13.35714286,-15.51428571
02/07/2021,West Java,3721.357143,65.85714286,-12.28571429,21.28571429,-3.785714286,-27.85714286,-22.21428571,13.64285714,-15.58571429
03/07/2021,West Java,3956.285714,67.5,-12.78571429,21.64285714,-4.5,-28.92857143,-22.92857143,13.92857143,-16.21428571
04/07/2021,West Java,4131.214286,67.78571429,-13.35714286,22,-5.642857143,-30.07142857,-23.5,14.28571429,-16.86428571
