Date,Region,RA_NewCases,RA_NewDeaths,RA_retail_and_recreation,RA_grocery_and_pharmacy,RA_parks,RA_transit_stations,RA_workplaces,RA_residential,RA_combined
03/04/2020,National,115.5,10.64285714,-34.14285714,-15.71428571,-33.42857143,-47.21428571,-29.5,14.71428571,-35.29285714
04/04/2020,National,117.2857143,10.92857143,-35.35714286,-16.78571429,-34.5,-48.71428571,-30.5,15.14285714,-36.53571429
05/04/2020,National,125.6428571,10.71428571,-36.14285714,-17.42857143,-35.28571429,-49.85714286,-31.21428571,15.42857143,-37.4
06/04/2020,National,136.5714286,11.42857143,-36.64285714,-18,-35.71428571,-50.78571429,-31.71428571,15.64285714,-38.03571429
07/04/2020,National,146.6428571,11.85714286,-36.92857143,-18.35714286,-36,-51.42857143,-32,15.78571429,-38.43571429
08/04/2020,National,154.7142857,13,-36.64285714,-18.14285714,-35.92857143,-51.42857143,-30.35714286,15.35714286,-37.97142857
09/04/2020,National,171.4285714,14.42857143,-36.42857143,-17.85714286,-35.78571429,-51.71428571,-30.42857143,15.35714286,-37.95714286
10/04/2020,National,176.1428571,15.64285714,-36.92857143,-18.64285714,-36,-52.78571429,-32.35714286,15.92857143,-38.94285714
11/04/2020,National,191.9285714,16.07142857,-37,-18.92857143,-36,-53.42857143,-32.85714286,16.07142857,-39.29285714
12/04/2020,National,211.1428571,18.5,-36.92857143,-18.92857143,-35.85714286,-53.92857143,-33,16.07142857,-39.44285714
13/04/2020,National,224.5,19.78571429,-36.71428571,-18.85714286,-35.64285714,-54.28571429,-33.07142857,16.14285714,-39.47142857
14/04/2020,National,236.5,23.07142857,-36.64285714,-19.07142857,-35.42857143,-54.64285714,-33.14285714,16.21428571,-39.58571429
15/04/2020,National,247.0714286,22.28571429,-36.92857143,-19.71428571,-35.5,-55.07142857,-33.21428571,16.35714286,-39.90714286
16/04/2020,National,266.1428571,23.28571429,-37,-20.07142857,-35.5,-55.5,-33.28571429,16.42857143,-40.11428571
17/04/2020,National,281.2142857,24.21428571,-37.21428571,-20.5,-35.57142857,-55.85714286,-33.35714286,16.5,-40.36428571
18/04/2020,National,296.8571429,24.57142857,-37.42857143,-20.85714286,-35.64285714,-56.14285714,-33.28571429,16.5,-40.55714286
19/04/2020,National,307.2857143,27.42857143,-37.57142857,-21,-35.57142857,-56.28571429,-33.07142857,16.5,-40.62857143
20/04/2020,National,304.9285714,27.21428571,-37.57142857,-20.92857143,-35.42857143,-56.42857143,-33.07142857,16.5,-40.66428571
21/04/2020,National,314.0714286,28.21428571,-37.71428571,-21.14285714,-35.5,-56.71428571,-33.14285714,16.57142857,-40.84285714
22/04/2020,National,318.7142857,28.28571429,-37.71428571,-21.07142857,-35.35714286,-56.78571429,-33.14285714,16.57142857,-40.85714286
23/04/2020,National,320.1428571,26.21428571,-37.78571429,-20.85714286,-35.35714286,-56.78571429,-33.28571429,16.57142857,-40.89285714
24/04/2020,National,335.6428571,27.35714286,-38.21428571,-21,-35.92857143,-56.78571429,-32.07142857,16.42857143,-40.83571429
25/04/2020,National,340.3571429,28.07142857,-38.71428571,-21.35714286,-36.42857143,-57.14285714,-32.07142857,16.57142857,-41.17857143
26/04/2020,National,331.5,26.42857143,-39.21428571,-21.85714286,-37,-57.64285714,-32.14285714,16.78571429,-41.59285714
27/04/2020,National,324.2142857,26.14285714,-39.92857143,-22.5,-37.64285714,-58.07142857,-32.21428571,16.92857143,-42.08571429
28/04/2020,National,333.7142857,22.42857143,-40.57142857,-23,-38.28571429,-58.57142857,-32.35714286,17.07142857,-42.57142857
29/04/2020,National,331.0714286,22.5,-41.07142857,-23.35714286,-38.78571429,-58.92857143,-32.42857143,17.14285714,-42.92857143
30/04/2020,National,328.7142857,21.14285714,-41.5,-23.42857143,-39.21428571,-59.07142857,-32.42857143,17.21428571,-43.15
01/05/2020,National,330.5714286,20,-41.92857143,-23.42857143,-39.71428571,-59.71428571,-34.14285714,17.71428571,-43.85714286
02/05/2020,National,328.2142857,21.14285714,-42.14285714,-23.35714286,-40,-60,-34.42857143,17.92857143,-44.07857143
03/05/2020,National,329.7857143,18.78571429,-42.35714286,-23.5,-40.42857143,-60.35714286,-34.42857143,18.14285714,-44.28571429
04/05/2020,National,344.7857143,19.57142857,-42.64285714,-23.64285714,-40.78571429,-60.64285714,-34.5,18.28571429,-44.51428571
05/05/2020,National,352.5714286,18.28571429,-42.92857143,-23.64285714,-41,-60.85714286,-34.5,18.42857143,-44.69285714
06/05/2020,National,358.5714286,18.5,-43.21428571,-23.78571429,-41.35714286,-61.21428571,-34.5,18.64285714,-44.92857143
07/05/2020,National,357.2142857,20.21428571,-44.07142857,-24.35714286,-42,-62.07142857,-36,19.28571429,-45.88571429
08/05/2020,National,350.0714286,18.14285714,-43.71428571,-23.57142857,-41.71428571,-61.71428571,-35.42857143,19.07142857,-45.44285714
09/05/2020,National,359.8571429,17.07142857,-43.57142857,-23.07142857,-41.64285714,-61.35714286,-35.14285714,18.92857143,-45.17142857
10/05/2020,National,367.8571429,16.42857143,-43.21428571,-22.28571429,-41.35714286,-60.92857143,-34.71428571,18.78571429,-44.73571429
11/05/2020,National,369.2142857,16.14285714,-42.92857143,-21.42857143,-41.21428571,-60.5,-34.57142857,18.71428571,-44.37857143
12/05/2020,National,374.1428571,16.71428571,-42.57142857,-20.5,-40.85714286,-60,-34.35714286,18.71428571,-43.95
13/05/2020,National,404.7857143,17.42857143,-42.21428571,-19.64285714,-40.57142857,-59.57142857,-34.14285714,18.64285714,-43.55
14/05/2020,National,420.5714286,17.92857143,-41.92857143,-19,-40.35714286,-59.21428571,-34,18.57142857,-43.23571429
15/05/2020,National,424.6428571,19.71428571,-41.35714286,-18,-39.78571429,-58.28571429,-32.07142857,17.92857143,-42.24285714
16/05/2020,National,441.5714286,18.42857143,-40.71428571,-16.85714286,-39.28571429,-57.64285714,-31.64285714,17.71428571,-41.59285714
17/05/2020,National,451.5714286,21.64285714,-40.14285714,-15.78571429,-38.92857143,-57.07142857,-31.21428571,17.57142857,-41
18/05/2020,National,458.7857143,23.35714286,-39.78571429,-15,-38.78571429,-56.64285714,-31.07142857,17.5,-40.62142857
19/05/2020,National,458.9285714,24.92857143,-39.07142857,-13.57142857,-38.28571429,-55.92857143,-30.92857143,17.35714286,-39.95
20/05/2020,National,482.2142857,24.78571429,-38.21428571,-12.07142857,-37.64285714,-55.14285714,-30.78571429,17.21428571,-39.19285714
21/05/2020,National,527.5714286,24.85714286,-36.78571429,-9.928571429,-36.5,-54.07142857,-30.71428571,16.92857143,-38.07142857
22/05/2020,National,548.8571429,27.35714286,-35.57142857,-8.071428571,-35.42857143,-53.35714286,-31.5,16.92857143,-37.34285714
23/05/2020,National,578.5714286,28,-34.64285714,-6.071428571,-34.28571429,-52.64285714,-32.42857143,16.85714286,-36.74285714
24/05/2020,National,588.5,28.5,-34.85714286,-6.571428571,-33.64285714,-52.42857143,-33.28571429,16.28571429,-36.98571429
25/05/2020,National,606.0714286,28.57142857,-34.92857143,-6.642857143,-32.21428571,-52.64285714,-35.85714286,16.35714286,-37.6
26/05/2020,National,601.1428571,29.35714286,-34.78571429,-6.571428571,-31.28571429,-52.64285714,-36.78571429,16.21428571,-37.72142857
27/05/2020,National,600.9285714,31.78571429,-34.42857143,-6.285714286,-30.42857143,-52.57142857,-37.35714286,16.14285714,-37.64285714
28/05/2020,National,609.4285714,32.35714286,-34.14285714,-6.142857143,-29.78571429,-52.5,-37.64285714,16.07142857,-37.55
29/05/2020,National,622.8571429,31.71428571,-33.92857143,-6.285714286,-29.5,-52.57142857,-37.85714286,16.14285714,-37.54285714
30/05/2020,National,624.8571429,34.57142857,-33.92857143,-6.5,-29.07142857,-52.57142857,-37.92857143,16.07142857,-37.57857143
31/05/2020,National,639.9285714,33.21428571,-33.71428571,-6.5,-28.21428571,-52.35714286,-37.71428571,15.85714286,-37.38571429
01/06/2020,National,637.8571429,32.14285714,-33.35714286,-6.285714286,-27.14285714,-52.35714286,-39.35714286,16.07142857,-37.55
02/06/2020,National,646.6428571,31.57142857,-33.21428571,-6.642857143,-26.78571429,-52.21428571,-38.92857143,15.85714286,-37.4
03/06/2020,National,646,32.57142857,-33.28571429,-7.142857143,-26.57142857,-52.21428571,-38.57142857,15.71428571,-37.40714286
04/06/2020,National,618.2857143,31.64285714,-33.5,-8.357142857,-26.64285714,-52.21428571,-36.5,15.28571429,-37.2
05/06/2020,National,623.2142857,31.71428571,-33.71428571,-9.5,-26.85714286,-52.28571429,-35.07142857,15,-37.13571429
06/06/2020,National,626.3571429,32.14285714,-33.42857143,-10.5,-26.71428571,-52.21428571,-33.42857143,14.78571429,-36.77142857
07/06/2020,National,636.7857143,34.21428571,-32.07142857,-9.071428571,-25.85714286,-51.57142857,-31.92857143,15,-35.59285714
08/06/2020,National,663.0714286,35.14285714,-30.92857143,-8.285714286,-26.28571429,-50.64285714,-28.64285714,14.57142857,-34.12142857
09/06/2020,National,707.9285714,36.07142857,-30.21428571,-7.928571429,-26.42857143,-49.92857143,-27,14.35714286,-33.25714286
10/06/2020,National,747.5,34.71428571,-29.64285714,-7.642857143,-26.35714286,-49.21428571,-25.78571429,14.14285714,-32.54285714
11/06/2020,National,768.3571429,36,-29,-7.428571429,-26.14285714,-48.64285714,-24.85714286,14,-31.90714286
12/06/2020,National,799.2857143,37.71428571,-28.5,-7.285714286,-25.85714286,-48,-24,13.78571429,-31.32857143
13/06/2020,National,831.9285714,37,-27.85714286,-7.071428571,-25.35714286,-47.35714286,-23.35714286,13.64285714,-30.72857143
14/06/2020,National,843.1428571,37.21428571,-27.28571429,-6.857142857,-24.57142857,-46.78571429,-23.07142857,13.5,-30.25
15/06/2020,National,882.4285714,39.78571429,-26.78571429,-6.785714286,-24.85714286,-45.92857143,-20.71428571,13,-29.31428571
16/06/2020,National,917.9285714,40.57142857,-26.42857143,-6.857142857,-24.64285714,-45.5,-20.42857143,12.92857143,-28.99285714
17/06/2020,National,942.7142857,41.28571429,-26.07142857,-6.928571429,-24.5,-45,-20.07142857,12.78571429,-28.63571429
18/06/2020,National,996,44.14285714,-25.71428571,-7.071428571,-24.42857143,-44.57142857,-19.78571429,12.64285714,-28.32142857
19/06/2020,National,1020.142857,43.07142857,-25.28571429,-7.142857143,-24.21428571,-44.07142857,-19.57142857,12.5,-27.96428571
20/06/2020,National,1036.785714,44.85714286,-24.85714286,-7.071428571,-23.78571429,-43.57142857,-19.35714286,12.28571429,-27.59285714
21/06/2020,National,1050.357143,43.85714286,-24.57142857,-7.142857143,-23.28571429,-43.07142857,-19.21428571,12.21428571,-27.30714286
22/06/2020,National,1058,44.07142857,-24.35714286,-7.285714286,-23.14285714,-42.71428571,-19.28571429,12.21428571,-27.14285714
23/06/2020,National,1058.571429,43.71428571,-24.07142857,-7.285714286,-22.92857143,-42.35714286,-19.35714286,12.14285714,-26.93571429
24/06/2020,National,1049.5,43.85714286,-23.92857143,-7.5,-22.85714286,-42.07142857,-19.35714286,12.07142857,-26.81428571
25/06/2020,National,1063.714286,44.28571429,-23.78571429,-7.428571429,-22.71428571,-41.71428571,-19.35714286,11.92857143,-26.64285714
26/06/2020,National,1072.928571,45.35714286,-23.57142857,-7.285714286,-22.57142857,-41.28571429,-19.35714286,11.85714286,-26.41428571
27/06/2020,National,1099.428571,44.92857143,-23.21428571,-7.071428571,-22.14285714,-40.78571429,-19.35714286,11.71428571,-26.1
28/06/2020,National,1123.785714,44.28571429,-23,-6.928571429,-21.71428571,-40.35714286,-19.35714286,11.64285714,-25.87142857
29/06/2020,National,1128.428571,43.35714286,-22.85714286,-6.857142857,-21.35714286,-40.14285714,-19.42857143,11.57142857,-25.75714286
30/06/2020,National,1141.785714,46.07142857,-22.5,-6.5,-21.14285714,-39.92857143,-19.42857143,11.5,-25.51428571
01/07/2020,National,1167.071429,47,-22.07142857,-6,-20.78571429,-39.64285714,-19.42857143,11.42857143,-25.20714286
02/07/2020,National,1188,46.28571429,-21.71428571,-5.571428571,-20.42857143,-39.28571429,-19.5,11.42857143,-24.92857143
03/07/2020,National,1206.571429,47.35714286,-21.28571429,-5,-19.92857143,-38.85714286,-19.5,11.35714286,-24.57142857
04/07/2020,National,1222.357143,47.14285714,-20.78571429,-4.571428571,-19.21428571,-38.35714286,-19.64285714,11.28571429,-24.20714286
05/07/2020,National,1275.571429,50.42857143,-20.21428571,-3.928571429,-18.35714286,-37.78571429,-19.71428571,11.14285714,-23.75714286
06/07/2020,National,1293.785714,52.92857143,-20,-3.642857143,-18.21428571,-37.5,-19.71428571,11.07142857,-23.55714286
07/07/2020,National,1309.285714,55.28571429,-19.42857143,-3.071428571,-17.78571429,-37.07142857,-19.64285714,11,-23.12857143
08/07/2020,National,1362.142857,56.14285714,-19,-2.714285714,-17.5,-36.71428571,-19.57142857,10.92857143,-22.8
09/07/2020,National,1467.785714,56.92857143,-18.64285714,-2.5,-17.28571429,-36.35714286,-19.5,10.92857143,-22.51428571
10/07/2020,National,1494.285714,56.14285714,-18.28571429,-2.285714286,-16.92857143,-36.07142857,-19.42857143,10.85714286,-22.25
11/07/2020,National,1514.714286,58.21428571,-18,-2.071428571,-16.57142857,-35.78571429,-19.28571429,10.78571429,-22
12/07/2020,National,1549.214286,60.85714286,-17.57142857,-1.785714286,-16.21428571,-35.5,-19.28571429,10.78571429,-21.71428571
13/07/2020,National,1563.5,60.78571429,-17.35714286,-1.714285714,-16.28571429,-35.35714286,-19.14285714,10.78571429,-21.55
14/07/2020,National,1584.785714,59.57142857,-17.42857143,-2.071428571,-16.42857143,-35.28571429,-19.07142857,10.85714286,-21.57857143
15/07/2020,National,1594.571429,61.64285714,-17.5,-2.5,-16.64285714,-35.28571429,-18.92857143,10.92857143,-21.62142857
16/07/2020,National,1591,63.28571429,-17.5,-2.642857143,-16.71428571,-35.21428571,-18.71428571,10.92857143,-21.57142857
17/07/2020,National,1602.5,65.78571429,-17.57142857,-2.928571429,-16.85714286,-35.28571429,-18.57142857,11,-21.62142857
18/07/2020,National,1624.285714,66.21428571,-17.64285714,-3.142857143,-17.07142857,-35.42857143,-18.28571429,11.07142857,-21.65714286
19/07/2020,National,1626.571429,69.42857143,-17.71428571,-3.428571429,-17.35714286,-35.64285714,-18.14285714,11.14285714,-21.75
20/07/2020,National,1661.142857,71.28571429,-17.57142857,-3.428571429,-17.28571429,-35.64285714,-17.92857143,11.14285714,-21.65
21/07/2020,National,1688.785714,72.21428571,-17.85714286,-3.928571429,-17.64285714,-35.85714286,-17.78571429,11.21428571,-21.85
22/07/2020,National,1690.857143,78.57142857,-18,-4.214285714,-17.85714286,-36.07142857,-17.64285714,11.28571429,-21.97142857
23/07/2020,National,1637.214286,82.78571429,-18.21428571,-4.5,-18.07142857,-36.28571429,-17.5,11.28571429,-22.12142857
24/07/2020,National,1647.928571,85.42857143,-18.28571429,-4.642857143,-18.07142857,-36.35714286,-17.35714286,11.35714286,-22.15714286
25/07/2020,National,1662,84.21428571,-18.21428571,-4.642857143,-18.14285714,-36.35714286,-17.35714286,11.42857143,-22.12857143
26/07/2020,National,1648.5,83.92857143,-18.28571429,-4.714285714,-18.28571429,-36.42857143,-17.28571429,11.5,-22.17142857
27/07/2020,National,1665.857143,84.42857143,-18.28571429,-4.642857143,-18.14285714,-36.35714286,-17.28571429,11.5,-22.14285714
28/07/2020,National,1677.071429,85.07142857,-18.14285714,-4.357142857,-17.92857143,-36.14285714,-17.28571429,11.5,-21.99285714
29/07/2020,National,1738.428571,84.14285714,-17.92857143,-3.857142857,-17.57142857,-35.71428571,-17.42857143,11.5,-21.75714286
30/07/2020,National,1762,84.64285714,-17.21428571,-2.357142857,-16.5,-34.64285714,-17.71428571,11.28571429,-21.05714286
31/07/2020,National,1803.285714,83.85714286,-17.92857143,-2.857142857,-15.14285714,-35.14285714,-20.64285714,11.64285714,-22.12857143
01/08/2020,National,1789.571429,84.07142857,-18.14285714,-2.714285714,-14.21428571,-35.21428571,-21.71428571,11.64285714,-22.43571429
02/08/2020,National,1781,78.07142857,-18.07142857,-2.357142857,-13.5,-34.57142857,-22.07142857,11.5,-22.25
03/08/2020,National,1780,75.92857143,-17.85714286,-1.928571429,-12.71428571,-34.14285714,-22.21428571,11.42857143,-22.02142857
04/08/2020,National,1799.071429,76.28571429,-17.57142857,-1.357142857,-12.07142857,-33.78571429,-22.28571429,11.35714286,-21.75714286
05/08/2020,National,1794.285714,70.92857143,-17.21428571,-0.785714286,-11.42857143,-33.42857143,-22.42857143,11.28571429,-21.47857143
06/08/2020,National,1792.571429,67.5,-16.78571429,-0.214285714,-10.71428571,-33.07142857,-22.57142857,11.21428571,-21.17142857
07/08/2020,National,1843.428571,66.28571429,-16.5,0.142857143,-10.14285714,-32.78571429,-22.64285714,11.07142857,-20.95
08/08/2020,National,1872.642857,67.42857143,-16.28571429,0.357142857,-9.571428571,-32.5,-22.64285714,10.92857143,-20.75714286
09/08/2020,National,1901.285714,67.28571429,-16,0.571428571,-9,-32.14285714,-22.71428571,10.71428571,-20.52857143
10/08/2020,National,1912.857143,66.21428571,-15.64285714,0.928571429,-8.357142857,-31.85714286,-22.71428571,10.57142857,-20.26428571
11/08/2020,National,1908.928571,65.92857143,-15.57142857,0.857142857,-8.142857143,-31.78571429,-22.71428571,10.5,-20.22142857
12/08/2020,National,1877.571429,66.28571429,-15.42857143,0.714285714,-7.785714286,-31.92857143,-22.64285714,10.35714286,-20.20714286
13/08/2020,National,1891.428571,65,-16,-0.714285714,-8.285714286,-32.85714286,-22.42857143,10.5,-20.81428571
14/08/2020,National,1910.5,63.57142857,-14.92857143,0.142857143,-9,-31.85714286,-19.5,10,-19.41428571
15/08/2020,National,1966.571429,62.71428571,-14.35714286,0.428571429,-9.214285714,-30.92857143,-18.5,9.785714286,-18.67857143
16/08/2020,National,2006.714286,65.28571429,-14,0.5,-8.642857143,-31,-18.21428571,9.785714286,-18.49285714
17/08/2020,National,2016.857143,64.64285714,-13.85714286,0.214285714,-5.928571429,-31.42857143,-20.57142857,10.14285714,-19.06428571
18/08/2020,National,1999.071429,63.5,-13.85714286,0.071428571,-5.642857143,-31.42857143,-20.42857143,10.07142857,-19.05
19/08/2020,National,2005.285714,63.85714286,-13.71428571,0.214285714,-5.071428571,-31.14285714,-20.28571429,9.928571429,-18.86428571
20/08/2020,National,2032.714286,64.07142857,-13.64285714,0.071428571,-3.214285714,-31.21428571,-22.35714286,10.28571429,-19.28571429
21/08/2020,National,2013,64.78571429,-13.64285714,-0.071428571,-2.428571429,-31.57142857,-23.5,10.5,-19.63571429
22/08/2020,National,1999.642857,66.85714286,-13.85714286,-0.5,-2,-31.85714286,-23.57142857,10.57142857,-19.86428571
23/08/2020,National,2009.928571,68.35714286,-14.14285714,-0.857142857,-1.928571429,-31.85714286,-23.42857143,10.64285714,-19.98571429
24/08/2020,National,2023.5,71,-14.35714286,-1.214285714,-2.071428571,-31.92857143,-23.28571429,10.71428571,-20.1
25/08/2020,National,2077.357143,73.85714286,-14.28571429,-1.071428571,-1.785714286,-31.92857143,-23.14285714,10.71428571,-20.02857143
26/08/2020,National,2103.357143,74.35714286,-14.42857143,-1.142857143,-1.785714286,-32,-23,10.78571429,-20.08571429
27/08/2020,National,2147.714286,78.28571429,-14.28571429,-0.857142857,-1.642857143,-31.92857143,-22.85714286,10.78571429,-19.95
28/08/2020,National,2197.428571,82,-14.35714286,-0.785714286,-1.642857143,-32.07142857,-22.71428571,10.78571429,-19.98571429
29/08/2020,National,2266.214286,85,-14.42857143,-0.857142857,-1.714285714,-32.5,-22.5,10.92857143,-20.10714286
30/08/2020,National,2321.714286,85.21428571,-14.42857143,-0.785714286,-2.071428571,-32.64285714,-22.28571429,10.92857143,-20.1
31/08/2020,National,2387.571429,86.42857143,-14.5,-0.5,-4.857142857,-32.35714286,-19.64285714,10.57142857,-19.48571429
01/09/2020,National,2466.285714,87.71428571,-14.28571429,-0.071428571,-5,-32.35714286,-19.57142857,10.64285714,-19.34285714
02/09/2020,National,2550.071429,90.71428571,-14.35714286,-0.142857143,-5.5,-32.64285714,-19.57142857,10.78571429,-19.46428571
03/09/2020,National,2646.928571,95.14285714,-14.42857143,-0.071428571,-7.5,-32.57142857,-17.35714286,10.42857143,-19.02142857
04/09/2020,National,2723.5,95.14285714,-14.28571429,0.214285714,-8.285714286,-32.21428571,-16.14285714,10.28571429,-18.58571429
05/09/2020,National,2797.642857,96.14285714,-13.92857143,0.785714286,-8.5,-32,-16.07142857,10.28571429,-18.30714286
06/09/2020,National,2898.142857,96.07142857,-13.42857143,1.428571429,-8,-32,-16.21428571,10.28571429,-18.07142857
07/09/2020,National,2969.785714,97.92857143,-13.21428571,1.785714286,-7.857142857,-32,-16.35714286,10.28571429,-17.97857143
08/09/2020,National,3012.571429,98,-13.07142857,1.928571429,-7.714285714,-32,-16.5,10.28571429,-17.93571429
09/09/2020,National,3084.071429,99.42857143,-13,2,-7.642857143,-32,-16.57142857,10.28571429,-17.91428571
10/09/2020,National,3165.642857,99.42857143,-13,1.928571429,-7.642857143,-32,-16.64285714,10.21428571,-17.93571429
11/09/2020,National,3218.071429,98.21428571,-12.92857143,1.714285714,-7.5,-32,-16.78571429,10.14285714,-17.95714286
12/09/2020,National,3253.642857,99.21428571,-12.85714286,1.571428571,-7.285714286,-32,-17,10.07142857,-17.98571429
13/09/2020,National,3309.214286,98.57142857,-13,1.214285714,-7.428571429,-32.07142857,-17.28571429,10.14285714,-18.15714286
14/09/2020,National,3337.642857,101.7142857,-13.28571429,0.714285714,-7.642857143,-32.64285714,-17.42857143,10.21428571,-18.52142857
15/09/2020,National,3389.928571,104.2857143,-13.71428571,-0.071428571,-7.857142857,-33.28571429,-17.57142857,10.35714286,-18.99285714
16/09/2020,National,3453.357143,106,-13.92857143,-0.428571429,-7.714285714,-33.78571429,-17.64285714,10.5,-19.27857143
17/09/2020,National,3454.285714,105.1428571,-14.14285714,-0.785714286,-7.571428571,-34.28571429,-17.71428571,10.64285714,-19.56428571
18/09/2020,National,3498.714286,107.4285714,-14.57142857,-1.285714286,-7.785714286,-34.85714286,-17.78571429,10.78571429,-19.97142857
19/09/2020,National,3573,107.7142857,-15,-1.714285714,-8.142857143,-35.5,-17.78571429,10.92857143,-20.37857143
20/09/2020,National,3611.928571,109.1428571,-15.71428571,-2.5,-9.071428571,-36.35714286,-17.92857143,11.21428571,-21.02857143
21/09/2020,National,3704.5,110.5,-16.28571429,-3.142857143,-9.714285714,-36.92857143,-18,11.42857143,-21.50714286
22/09/2020,National,3777.714286,114.7857143,-17,-3.857142857,-10.42857143,-37.5,-18.14285714,11.64285714,-22.06428571
23/09/2020,National,3860.428571,117.2142857,-17.71428571,-4.357142857,-10.85714286,-37.92857143,-18.35714286,11.85714286,-22.57142857
24/09/2020,National,3915.642857,117.7857143,-18.42857143,-4.928571429,-11.28571429,-38.35714286,-18.57142857,12.14285714,-23.08571429
25/09/2020,National,3993.214286,119.5714286,-19.14285714,-5.142857143,-11.78571429,-38.78571429,-18.78571429,12.5,-23.56428571
26/09/2020,National,4042.357143,118.4285714,-19.85714286,-5.357142857,-12.35714286,-39.21428571,-18.92857143,12.78571429,-24.02857143
27/09/2020,National,4059.357143,118.7857143,-20.5,-5.642857143,-12.78571429,-39.64285714,-19.21428571,13.07142857,-24.5
28/09/2020,National,4085.642857,116.5714286,-20.85714286,-5.571428571,-12.92857143,-39.42857143,-19.35714286,13.21428571,-24.6
29/09/2020,National,4121,116.8571429,-21.21428571,-5.5,-13.14285714,-39.14285714,-19.5,13.28571429,-24.67857143
30/09/2020,National,4143.928571,117.1428571,-21.57142857,-5.214285714,-13.5,-38.85714286,-19.71428571,13.14285714,-24.75
01/10/2020,National,4182.428571,116.7142857,-21.85714286,-4.642857143,-13.71428571,-38.5,-19.92857143,12.85714286,-24.74285714
02/10/2020,National,4212.857143,116.8571429,-21.92857143,-4.142857143,-13.64285714,-38.14285714,-20.21428571,12.5,-24.67142857
03/10/2020,National,4201.357143,114.7857143,-21.92857143,-3.714285714,-13.57142857,-37.64285714,-20.64285714,12.21428571,-24.56428571
04/10/2020,National,4201.571429,114.1428571,-21.64285714,-3,-13,-36.85714286,-21.28571429,11.78571429,-24.27142857
05/10/2020,National,4162,112.5714286,-21.5,-2.357142857,-12.57142857,-36.42857143,-21.57142857,11.35714286,-24.07857143
06/10/2020,National,4160.928571,109.7857143,-21.28571429,-1.785714286,-12.07142857,-36,-21.78571429,10.92857143,-23.85
07/10/2020,National,4166.142857,106.7857143,-20.92857143,-1.285714286,-11.64285714,-35.71428571,-21.85714286,10.57142857,-23.58571429
08/10/2020,National,4181.571429,105.3571429,-20.57142857,-0.785714286,-10.92857143,-35.28571429,-21.85714286,10.35714286,-23.26428571
09/10/2020,National,4129.5,104.2142857,-20.28571429,-0.642857143,-10.57142857,-35.21428571,-21.78571429,10.21428571,-23.1
10/10/2020,National,4115.214286,104.0714286,-20.14285714,-0.642857143,-10.57142857,-35.14285714,-21.78571429,10.14285714,-23.02142857
11/10/2020,National,4159.714286,104.1428571,-19.64285714,-0.142857143,-10,-34.85714286,-21.71428571,9.928571429,-22.67142857
12/10/2020,National,4142.428571,104.4285714,-19.35714286,0.071428571,-9.571428571,-34.64285714,-21.64285714,9.785714286,-22.45714286
13/10/2020,National,4135.571429,101.8571429,-19.14285714,0.214285714,-9.071428571,-34.64285714,-21.64285714,9.714285714,-22.35714286
14/10/2020,National,4124.357143,101.1428571,-18.85714286,0.071428571,-8.714285714,-34.64285714,-21.42857143,9.785714286,-22.21428571
15/10/2020,National,4141.285714,100.8571429,-18.57142857,-0.142857143,-8.5,-34.5,-21.21428571,10.07142857,-22.03571429
16/10/2020,National,4140.142857,98.21428571,-18.57142857,-0.428571429,-8.5,-34.42857143,-21,10.42857143,-22
17/10/2020,National,4161.142857,98.28571429,-18.42857143,-0.428571429,-8.357142857,-34.21428571,-20.64285714,10.64285714,-21.80714286
18/10/2020,National,4169.214286,97.14285714,-18.35714286,-0.571428571,-8.285714286,-34.07142857,-20.14285714,10.92857143,-21.65
19/10/2020,National,4151.428571,97.42857143,-18.57142857,-0.928571429,-8.5,-34,-19.85714286,11.28571429,-21.69285714
20/10/2020,National,4119,97.14285714,-18.57142857,-1.071428571,-8.571428571,-33.85714286,-19.57142857,11.57142857,-21.60714286
21/10/2020,National,4099.642857,98.92857143,-18.71428571,-1.428571429,-9,-33.78571429,-19.42857143,11.71428571,-21.65
22/10/2020,National,4069.785714,98.5,-18.64285714,-1.357142857,-9.428571429,-33.71428571,-19.42857143,11.57142857,-21.59285714
23/10/2020,National,4089.428571,100,-18.5,-1.142857143,-9.571428571,-33.28571429,-19.42857143,11.28571429,-21.38571429
24/10/2020,National,4073.428571,102.8571429,-18.21428571,-0.785714286,-9.285714286,-32.78571429,-19.42857143,10.92857143,-21.08571429
25/10/2020,National,4018.785714,103.9285714,-18.21428571,-0.785714286,-9.571428571,-32.42857143,-19.64285714,10.71428571,-21.02142857
26/10/2020,National,4015.571429,105.4285714,-18.21428571,-0.785714286,-9.928571429,-32.21428571,-19.71428571,10.42857143,-20.97142857
27/10/2020,National,3988,106.0714286,-18,-0.357142857,-10.14285714,-31.42857143,-19.71428571,10,-20.60714286
28/10/2020,National,3981,104,-17.57142857,0.357142857,-9.357142857,-30.35714286,-20.85714286,9.714285714,-20.27142857
29/10/2020,National,3920.571429,102.3571429,-17.07142857,0.642857143,-6.785714286,-29.85714286,-23.35714286,9.642857143,-20.39285714
30/10/2020,National,3820.285714,102.5,-16.78571429,0.714285714,-5.785714286,-29.78571429,-24.78571429,9.428571429,-20.53571429
31/10/2020,National,3737.571429,102.7142857,-17.21428571,-0.071428571,-5.928571429,-29.78571429,-25.35714286,9.214285714,-20.9
