Date,Region,NewCases,NewDeaths,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
17/03/2021,Special Region of Yogyakarta,270,1,-18,-9,-29,-46,-28,9
18/03/2021,Special Region of Yogyakarta,257,6,-22,-13,-34,-48,-28,10
19/03/2021,Special Region of Yogyakarta,161,3,-15,-6,-27,-48,-26,9
20/03/2021,Special Region of Yogyakarta,242,5,-19,-8,-31,-45,-15,7
21/03/2021,Special Region of Yogyakarta,95,4,-15,-8,-16,-46,-10,5
22/03/2021,Special Region of Yogyakarta,143,4,-17,-8,-23,-48,-28,9
23/03/2021,Special Region of Yogyakarta,205,3,-16,-7,-24,-45,-27,8
24/03/2021,Special Region of Yogyakarta,254,4,-15,-6,-24,-45,-27,8
25/03/2021,Special Region of Yogyakarta,258,1,-15,-4,-25,-45,-27,9
26/03/2021,Special Region of Yogyakarta,232,8,-15,-7,-27,-45,-26,9
27/03/2021,Special Region of Yogyakarta,140,11,-19,-10,-29,-43,-14,7
28/03/2021,Special Region of Yogyakarta,127,6,-13,-6,-14,-45,-9,5
29/03/2021,Special Region of Yogyakarta,106,6,-16,-7,-24,-46,-28,8
30/03/2021,Special Region of Yogyakarta,283,5,-20,-12,-34,-44,-28,10
31/03/2021,Special Region of Yogyakarta,272,4,-11,1,-21,-38,-26,6
01/04/2021,Special Region of Yogyakarta,176,5,-18,-6,-28,-35,-28,8
02/04/2021,Special Region of Yogyakarta,254,3,-3,9,17,-31,-55,11
03/04/2021,Special Region of Yogyakarta,118,7,-13,0,-11,-36,-18,6
04/04/2021,Special Region of Yogyakarta,123,2,-15,-5,-17,-28,-13,4
05/04/2021,Special Region of Yogyakarta,135,1,-10,3,-16,-33,-28,6
06/04/2021,Special Region of Yogyakarta,233,7,-14,-4,-25,-35,-28,7
07/04/2021,Special Region of Yogyakarta,272,1,-10,2,-18,-34,-27,6
08/04/2021,Special Region of Yogyakarta,220,5,-8,4,-12,-36,-26,6
09/04/2021,Special Region of Yogyakarta,222,6,-11,-3,-23,-36,-26,8
10/04/2021,Special Region of Yogyakarta,230,7,-12,-1,-22,-29,-15,4
11/04/2021,Special Region of Yogyakarta,130,6,-7,4,-6,-31,-10,2
12/04/2021,Special Region of Yogyakarta,131,3,-8,10,-10,-39,-33,7
13/04/2021,Special Region of Yogyakarta,232,7,-29,-9,-42,-48,-37,14
14/04/2021,Special Region of Yogyakarta,292,5,-29,-11,-46,-49,-32,13
15/04/2021,Special Region of Yogyakarta,221,5,-24,-6,-41,-51,-28,12
16/04/2021,Special Region of Yogyakarta,218,6,-24,-10,-43,-51,-27,12
17/04/2021,Special Region of Yogyakarta,158,9,-27,-12,-50,-49,-14,11
18/04/2021,Special Region of Yogyakarta,143,6,-27,-14,-50,-51,-10,12
19/04/2021,Special Region of Yogyakarta,170,6,-20,-6,-34,-50,-27,11
20/04/2021,Special Region of Yogyakarta,210,4,-20,-5,-35,-46,-26,11
21/04/2021,Special Region of Yogyakarta,229,9,-20,-5,-35,-46,-26,11
22/04/2021,Special Region of Yogyakarta,257,8,-20,-6,-36,-49,-25,11
23/04/2021,Special Region of Yogyakarta,137,5,-21,-9,-41,-48,-25,12
24/04/2021,Special Region of Yogyakarta,149,4,-25,-11,-50,-46,-12,10
25/04/2021,Special Region of Yogyakarta,223,5,-24,-11,-49,-49,-8,11
26/04/2021,Special Region of Yogyakarta,184,2,-20,-7,-36,-48,-26,11
27/04/2021,Special Region of Yogyakarta,164,5,-19,-6,-36,-45,-26,11
28/04/2021,Special Region of Yogyakarta,292,5,-18,-3,-35,-44,-26,10
29/04/2021,Special Region of Yogyakarta,259,2,-17,-3,-34,-45,-25,10
30/04/2021,Special Region of Yogyakarta,262,1,-17,-3,-38,-41,-23,10
01/05/2021,Special Region of Yogyakarta,128,4,-20,-1,-42,-41,-31,11
02/05/2021,Special Region of Yogyakarta,180,5,-19,-2,-47,-44,-6,9
03/05/2021,Special Region of Yogyakarta,157,5,-13,5,-30,-40,-26,8
04/05/2021,Special Region of Yogyakarta,159,11,-13,6,-32,-31,-26,8
05/05/2021,Special Region of Yogyakarta,232,6,-13,9,-31,-33,-26,7
06/05/2021,Special Region of Yogyakarta,229,5,-14,7,-32,-61,-27,9
07/05/2021,Special Region of Yogyakarta,184,11,-15,4,-40,-67,-25,10
08/05/2021,Special Region of Yogyakarta,137,10,-20,1,-49,-67,-13,9
09/05/2021,Special Region of Yogyakarta,140,10,-16,4,-49,-71,-5,9
10/05/2021,Special Region of Yogyakarta,142,5,-10,12,-30,-64,-32,9
11/05/2021,Special Region of Yogyakarta,154,5,-8,21,-27,-59,-35,8
12/05/2021,Special Region of Yogyakarta,217,8,-17,27,-20,-64,-60,12
13/05/2021,Special Region of Yogyakarta,105,4,-33,-22,-7,-74,-73,9
14/05/2021,Special Region of Yogyakarta,97,13,-27,-15,13,-72,-72,12
15/05/2021,Special Region of Yogyakarta,94,5,-25,-9,0,-66,-48,7
16/05/2021,Special Region of Yogyakarta,135,5,-18,-5,-5,-63,-15,4
17/05/2021,Special Region of Yogyakarta,136,8,-10,2,9,-56,-36,8
18/05/2021,Special Region of Yogyakarta,155,3,-10,4,4,-24,-33,7
19/05/2021,Special Region of Yogyakarta,227,10,-11,4,-1,-30,-30,7
20/05/2021,Special Region of Yogyakarta,269,10,-11,4,-5,-37,-26,8
21/05/2021,Special Region of Yogyakarta,198,10,-13,-1,-10,-40,-24,9
22/05/2021,Special Region of Yogyakarta,138,6,-15,-3,-19,-33,-12,7
23/05/2021,Special Region of Yogyakarta,152,6,-10,-1,-5,-34,-4,6
24/05/2021,Special Region of Yogyakarta,149,7,-11,0,-9,-37,-25,9
25/05/2021,Special Region of Yogyakarta,215,10,-7,4,-6,-26,-25,8
26/05/2021,Special Region of Yogyakarta,190,6,0,10,38,-21,-55,12
27/05/2021,Special Region of Yogyakarta,186,7,-4,8,-5,-32,-22,8
28/05/2021,Special Region of Yogyakarta,180,4,-7,3,-17,-35,-21,9
29/05/2021,Special Region of Yogyakarta,211,9,-7,6,-16,-25,-9,6
30/05/2021,Special Region of Yogyakarta,176,12,0,9,4,-27,-5,5
31/05/2021,Special Region of Yogyakarta,158,7,2,13,12,-28,-25,6
01/06/2021,Special Region of Yogyakarta,219,9,5,16,39,-13,-56,12
02/06/2021,Special Region of Yogyakarta,268,4,-2,15,-8,-27,-22,6
03/06/2021,Special Region of Yogyakarta,206,7,-2,13,-6,-34,-22,7
04/06/2021,Special Region of Yogyakarta,299,5,-3,9,-14,-34,-20,8
05/06/2021,Special Region of Yogyakarta,150,6,-5,9,-16,-29,-10,6
06/06/2021,Special Region of Yogyakarta,295,5,-2,8,-3,-29,-7,5
07/06/2021,Special Region of Yogyakarta,253,6,-2,10,-4,-33,-24,7
08/06/2021,Special Region of Yogyakarta,237,7,-1,10,-5,-31,-23,7
09/06/2021,Special Region of Yogyakarta,304,7,-2,10,-9,-33,-22,7
10/06/2021,Special Region of Yogyakarta,455,9,-2,9,-9,-35,-22,8
11/06/2021,Special Region of Yogyakarta,417,9,-5,4,-18,-35,-21,9
12/06/2021,Special Region of Yogyakarta,436,10,-6,6,-18,-31,-10,6
13/06/2021,Special Region of Yogyakarta,466,8,-2,7,-3,-30,-7,6
14/06/2021,Special Region of Yogyakarta,428,5,-3,7,-4,-33,-24,8
15/06/2021,Special Region of Yogyakarta,438,17,-6,4,-15,-32,-23,8
16/06/2021,Special Region of Yogyakarta,534,15,-13,-2,-23,-34,-24,9
17/06/2021,Special Region of Yogyakarta,595,18,-3,13,-7,-36,-24,7
18/06/2021,Special Region of Yogyakarta,592,12,-9,4,-21,-37,-22,9
19/06/2021,Special Region of Yogyakarta,638,10,-23,-10,-40,-39,-13,11
20/06/2021,Special Region of Yogyakarta,665,15,-10,4,-24,-37,-9,9
21/06/2021,Special Region of Yogyakarta,662,12,-12,1,-17,-38,-28,10
22/06/2021,Special Region of Yogyakarta,675,15,-8,6,-15,-35,-28,10
23/06/2021,Special Region of Yogyakarta,694,17,-11,4,-20,-37,-28,10
24/06/2021,Special Region of Yogyakarta,791,11,-13,2,-22,-41,-28,12
25/06/2021,Special Region of Yogyakarta,783,16,-12,6,-25,-42,-27,12
26/06/2021,Special Region of Yogyakarta,782,22,-18,0,-36,-42,-15,11
27/06/2021,Special Region of Yogyakarta,830,19,-17,0,-31,-44,-10,11
28/06/2021,Special Region of Yogyakarta,859,32,-16,1,-24,-44,-33,13
29/06/2021,Special Region of Yogyakarta,850,18,-14,7,-21,-43,-32,12
30/06/2021,Special Region of Yogyakarta,892,30,-16,6,-25,-46,-33,12
01/07/2021,Special Region of Yogyakarta,895,37,-13,15,-26,-48,-32,13
02/07/2021,Special Region of Yogyakarta,922,24,-16,10,-33,-47,-32,15
03/07/2021,Special Region of Yogyakarta,1358,36,-30,0,-54,-56,-22,15
04/07/2021,Special Region of Yogyakarta,1615,38,-34,-6,-56,-61,-19,17
05/07/2021,Special Region of Yogyakarta,1465,32,-25,5,-36,-61,-39,17
06/07/2021,Special Region of Yogyakarta,1386,52,-27,4,-38,-58,-40,18
07/07/2021,Special Region of Yogyakarta,1370,32,-28,3,-42,-62,-40,18
08/07/2021,Special Region of Yogyakarta,1424,38,-31,0,-43,-64,-40,19
09/07/2021,Special Region of Yogyakarta,1665,44,-34,-7,-49,-68,-40,21
10/07/2021,Special Region of Yogyakarta,1809,37,-41,-12,-63,-69,-27,19
11/07/2021,Special Region of Yogyakarta,1895,50,-40,-12,-60,-72,-22,18
12/07/2021,Special Region of Yogyakarta,1731,47,-31,-4,-42,-68,-42,19
13/07/2021,Special Region of Yogyakarta,2731,39,-31,-3,-42,-65,-42,19
14/07/2021,Special Region of Yogyakarta,2350,65,-32,-3,-43,-66,-41,18
15/07/2021,Special Region of Yogyakarta,2706,54,-32,-3,-44,-68,-41,19
16/07/2021,Special Region of Yogyakarta,1661,65,-35,-8,-50,-70,-40,21
17/07/2021,Special Region of Yogyakarta,2523,85,-40,-12,-61,-69,-26,19
18/07/2021,Special Region of Yogyakarta,2119,48,-41,-14,-61,-75,-21,19
19/07/2021,Special Region of Yogyakarta,1992,56,-30,0,-40,-70,-45,19
20/07/2021,Special Region of Yogyakarta,1872,70,-48,-24,-47,-73,-75,27
21/07/2021,Special Region of Yogyakarta,1648,87,-34,-5,-45,-68,-44,17
22/07/2021,Special Region of Yogyakarta,1978,88,-32,-3,-44,-68,-40,18
23/07/2021,Special Region of Yogyakarta,1431,97,-34,-8,-50,-70,-39,19
24/07/2021,Special Region of Yogyakarta,1628,87,-38,-9,-59,-70,-25,17
25/07/2021,Special Region of Yogyakarta,2145,59,-37,-12,-57,-73,-19,17
26/07/2021,Special Region of Yogyakarta,2667,77,-27,-2,-39,-65,-37,17
27/07/2021,Special Region of Yogyakarta,2732,104,-26,-2,-39,-61,-38,17
28/07/2021,Special Region of Yogyakarta,2282,67,-27,-1,-39,-61,-37,16
29/07/2021,Special Region of Yogyakarta,1920,58,-27,-3,-40,-65,-36,17
30/07/2021,Special Region of Yogyakarta,1932,93,-29,-6,-46,-66,-34,18
31/07/2021,Special Region of Yogyakarta,1522,76,-34,-10,-59,-66,-20,16
01/08/2021,Special Region of Yogyakarta,1303,58,-31,-7,-54,-68,-16,15
02/08/2021,Special Region of Yogyakarta,1566,46,-25,-2,-40,-63,-35,16
03/08/2021,Special Region of Yogyakarta,1445,85,-25,-1,-41,-60,-35,16
04/08/2021,Special Region of Yogyakarta,1862,44,-22,3,-36,-58,-34,14
05/08/2021,Special Region of Yogyakarta,1461,59,-21,3,-34,-61,-33,15
06/08/2021,Special Region of Yogyakarta,1639,72,-23,-2,-40,-63,-32,16
07/08/2021,Special Region of Yogyakarta,1378,83,-27,-4,-50,-62,-18,13
08/08/2021,Special Region of Yogyakarta,1194,51,-26,-6,-45,-65,-14,13
09/08/2021,Special Region of Yogyakarta,733,59,-19,1,-27,-61,-34,14
10/08/2021,Special Region of Yogyakarta,1487,62,-19,0,-25,-56,-37,14
11/08/2021,Special Region of Yogyakarta,1510,52,-17,3,-20,-57,-55,17
12/08/2021,Special Region of Yogyakarta,1083,30,-20,0,-33,-59,-30,13
13/08/2021,Special Region of Yogyakarta,1243,65,-22,-5,-40,-62,-30,15
14/08/2021,Special Region of Yogyakarta,1788,42,-25,-6,-47,-59,-16,13
15/08/2021,Special Region of Yogyakarta,933,81,-23,-5,-38,-61,-12,12
16/08/2021,Special Region of Yogyakarta,702,36,-15,3,-21,-58,-32,12
17/08/2021,Special Region of Yogyakarta,1106,44,-18,-2,-5,-53,-62,18
18/08/2021,Special Region of Yogyakarta,634,33,-19,0,-32,-56,-28,12
19/08/2021,Special Region of Yogyakarta,1175,57,-18,0,-30,-59,-29,13
20/08/2021,Special Region of Yogyakarta,820,47,-20,-4,-37,-60,-27,14
21/08/2021,Special Region of Yogyakarta,930,29,-23,-4,-42,-59,-14,12
22/08/2021,Special Region of Yogyakarta,783,39,-21,-6,-34,-60,-10,11
23/08/2021,Special Region of Yogyakarta,507,39,-16,-2,-25,-59,-29,12
24/08/2021,Special Region of Yogyakarta,748,39,-15,-1,-25,-54,-29,12
25/08/2021,Special Region of Yogyakarta,873,39,-14,3,-27,-52,-28,11
26/08/2021,Special Region of Yogyakarta,795,15,-14,2,-27,-54,-28,12
27/08/2021,Special Region of Yogyakarta,688,21,-16,-2,-34,-54,-26,13
28/08/2021,Special Region of Yogyakarta,525,31,-18,-2,-38,-53,-12,10
29/08/2021,Special Region of Yogyakarta,398,22,-16,-2,-29,-57,-8,10
30/08/2021,Special Region of Yogyakarta,237,35,-13,1,-24,-54,-28,12
31/08/2021,Special Region of Yogyakarta,539,33,-12,4,-25,-51,-27,11
01/09/2021,Special Region of Yogyakarta,470,26,-9,11,-25,-50,-26,10
02/09/2021,Special Region of Yogyakarta,384,30,-8,9,-24,-52,-26,11
03/09/2021,Special Region of Yogyakarta,353,18,-9,5,-29,-54,-25,11
04/09/2021,Special Region of Yogyakarta,279,25,-12,4,-32,-50,-11,9
05/09/2021,Special Region of Yogyakarta,260,21,-9,5,-21,-50,-8,8
06/09/2021,Special Region of Yogyakarta,198,15,-7,6,-21,-52,-27,10
07/09/2021,Special Region of Yogyakarta,252,12,-6,7,-21,-48,-27,10
08/09/2021,Special Region of Yogyakarta,213,9,-7,8,-22,-48,-25,10
09/09/2021,Special Region of Yogyakarta,183,18,-7,8,-21,-48,-25,10
10/09/2021,Special Region of Yogyakarta,212,13,-9,3,-27,-50,-24,11
11/09/2021,Special Region of Yogyakarta,180,13,-14,1,-34,-48,-11,9
12/09/2021,Special Region of Yogyakarta,146,11,-13,-2,-26,-49,-9,9
13/09/2021,Special Region of Yogyakarta,83,13,-6,7,-18,-49,-27,10
14/09/2021,Special Region of Yogyakarta,144,11,-15,-5,-35,-47,-28,12
15/09/2021,Special Region of Yogyakarta,174,15,-5,11,-22,-45,-26,9
16/09/2021,Special Region of Yogyakarta,111,9,-5,9,-19,-46,-26,9
17/09/2021,Special Region of Yogyakarta,131,6,-6,5,-22,-48,-24,10
18/09/2021,Special Region of Yogyakarta,134,7,-8,6,-23,-44,-10,7
19/09/2021,Special Region of Yogyakarta,106,9,-5,6,-14,-46,-8,7
20/09/2021,Special Region of Yogyakarta,83,9,-4,7,-13,-48,-26,9
21/09/2021,Special Region of Yogyakarta,95,7,-14,-5,-31,-47,-26,11
21/03/2020,East Java,11,0,-16,-3,-29,-28,-11,8
22/03/2020,East Java,15,0,-24,-10,-42,-37,-6,9
23/03/2020,East Java,0,0,-24,-13,-27,-35,-25,12
24/03/2020,East Java,10,0,-24,-7,-27,-32,-28,11
25/03/2020,East Java,0,0,-30,-13,-31,-40,-56,19
26/03/2020,East Java,8,2,-26,-9,-27,-38,-29,13
27/03/2020,East Java,7,1,-33,-15,-37,-45,-30,15
28/03/2020,East Java,11,0,-37,-18,-49,-48,-22,14
29/03/2020,East Java,13,3,-42,-24,-59,-53,-13,15
30/03/2020,East Java,1,1,-28,-13,-31,-42,-30,14
31/03/2020,East Java,2,0,-28,-11,-33,-41,-31,13
01/04/2020,East Java,11,1,-24,-5,-31,-40,-31,13
02/04/2020,East Java,0,2,-27,-10,-30,-44,-32,14
03/04/2020,East Java,52,0,-32,-16,-40,-50,-31,15
04/04/2020,East Java,0,3,-34,-17,-48,-53,-23,14
05/04/2020,East Java,36,0,-35,-18,-55,-56,-13,13
06/04/2020,East Java,1,0,-28,-17,-34,-49,-31,14
07/04/2020,East Java,5,2,-30,-17,-34,-46,-32,14
08/04/2020,East Java,2,0,-26,-11,-33,-45,-32,13
09/04/2020,East Java,27,1,-24,-9,-26,-42,-31,12
10/04/2020,East Java,33,5,-34,-20,-38,-55,-56,20
11/04/2020,East Java,11,3,-34,-19,-47,-56,-28,15
12/04/2020,East Java,119,2,-36,-22,-54,-58,-12,14
13/04/2020,East Java,54,3,-23,-13,-28,-48,-29,15
14/04/2020,East Java,35,11,-26,-14,-29,-46,-31,14
15/04/2020,East Java,24,4,-25,-12,-30,-45,-30,14
16/04/2020,East Java,15,1,-27,-15,-29,-47,-30,15
17/04/2020,East Java,8,0,-30,-17,-37,-51,-30,15
18/04/2020,East Java,33,3,-33,-18,-47,-53,-21,14
19/04/2020,East Java,35,5,-35,-21,-54,-57,-9,14
20/04/2020,East Java,0,2,-23,-13,-27,-48,-28,14
21/04/2020,East Java,13,0,-24,-12,-28,-45,-29,13
22/04/2020,East Java,35,2,-22,-7,-27,-42,-29,12
23/04/2020,East Java,26,2,-23,-6,-25,-43,-32,14
24/04/2020,East Java,26,7,-42,-23,-44,-58,-37,20
25/04/2020,East Java,80,8,-43,-26,-54,-62,-27,18
26/04/2020,East Java,15,12,-43,-27,-60,-65,-12,18
27/04/2020,East Java,11,1,-31,-19,-33,-55,-30,17
28/04/2020,East Java,61,2,-36,-22,-36,-56,-33,17
29/04/2020,East Java,15,5,-36,-23,-39,-58,-33,17
30/04/2020,East Java,86,1,-33,-15,-33,-55,-32,17
01/05/2020,East Java,76,3,-39,-20,-42,-64,-57,23
02/05/2020,East Java,3,7,-40,-21,-51,-63,-27,18
03/05/2020,East Java,80,5,-42,-25,-59,-67,-11,17
04/05/2020,East Java,7,6,-31,-16,-33,-58,-31,17
05/05/2020,East Java,47,0,-32,-15,-34,-55,-33,17
06/05/2020,East Java,50,6,-29,-10,-32,-54,-32,17
07/05/2020,East Java,46,10,-32,-15,-31,-60,-55,23
08/05/2020,East Java,17,5,-34,-17,-41,-61,-32,19
09/05/2020,East Java,135,3,-40,-23,-53,-64,-25,18
10/05/2020,East Java,83,2,-36,-18,-56,-65,-8,16
11/05/2020,East Java,34,6,-29,-15,-33,-57,-31,18
12/05/2020,East Java,133,6,-25,-7,-28,-51,-31,16
13/05/2020,East Java,103,8,-25,-8,-29,-52,-31,16
14/05/2020,East Java,91,4,-25,-9,-27,-53,-31,16
15/05/2020,East Java,58,11,-27,-8,-35,-55,-30,16
16/05/2020,East Java,184,5,-27,-7,-42,-57,-21,15
17/05/2020,East Java,47,11,-30,-12,-53,-62,-4,16
18/05/2020,East Java,144,15,-24,-9,-31,-54,-31,17
19/05/2020,East Java,81,13,-23,-4,-29,-49,-31,16
20/05/2020,East Java,119,6,-16,8,-25,-45,-31,15
21/05/2020,East Java,502,13,-19,4,-22,-50,-55,20
22/05/2020,East Java,131,15,-21,5,-28,-53,-43,18
23/05/2020,East Java,466,15,-29,3,-41,-58,-40,18
24/05/2020,East Java,68,12,-45,-33,-55,-69,-24,12
25/05/2020,East Java,223,9,-32,-17,-21,-61,-69,21
26/05/2020,East Java,57,9,-36,-22,-32,-59,-48,17
27/05/2020,East Java,199,19,-22,-3,-24,-52,-41,15
28/05/2020,East Java,171,14,-35,-22,-36,-59,-39,18
29/05/2020,East Java,101,11,-24,-3,-31,-54,-35,16
30/05/2020,East Java,199,27,-31,-13,-43,-58,-25,15
31/05/2020,East Java,244,24,-29,-14,-47,-60,-3,13
01/06/2020,East Java,65,16,-17,-5,-16,-51,-55,20
02/06/2020,East Java,213,6,-19,-3,-24,-45,-26,13
03/06/2020,East Java,183,11,-16,0,-22,-44,-26,14
04/06/2020,East Java,90,8,-18,-4,-21,-46,-26,15
05/06/2020,East Java,141,9,-23,-7,-31,-51,-25,15
06/06/2020,East Java,286,17,-26,-10,-40,-53,-16,14
07/06/2020,East Java,113,20,-24,-10,-42,-55,0,13
08/06/2020,East Java,365,19,-15,-5,-20,-48,-23,14
09/06/2020,East Java,220,12,-17,-6,-20,-44,-23,13
10/06/2020,East Java,273,16,-14,-2,-19,-42,-23,13
11/06/2020,East Java,297,23,-15,-5,-17,-43,-23,14
12/06/2020,East Java,318,22,-19,-8,-27,-47,-22,15
13/06/2020,East Java,176,14,-19,-8,-30,-47,-13,12
14/06/2020,East Java,196,11,-23,-12,-38,-52,1,12
15/06/2020,East Java,270,16,-12,-5,-17,-43,-22,13
16/06/2020,East Java,245,21,-13,-3,-16,-39,-22,12
17/06/2020,East Java,225,14,-12,-2,-17,-38,-22,12
18/06/2020,East Java,384,13,-16,-6,-17,-41,-22,13
19/06/2020,East Java,140,13,-19,-8,-26,-45,-22,14
20/06/2020,East Java,394,20,-18,-6,-27,-45,-11,11
21/06/2020,East Java,91,17,-20,-10,-31,-49,2,11
22/06/2020,East Java,315,13,-12,-6,-15,-41,-23,13
23/06/2020,East Java,258,13,-14,-6,-15,-39,-24,13
24/06/2020,East Java,183,9,-13,-4,-16,-38,-23,13
25/06/2020,East Java,247,14,-15,-6,-15,-40,-23,13
26/06/2020,East Java,356,32,-19,-8,-25,-43,-23,14
27/06/2020,East Java,277,17,-18,-6,-24,-42,-13,11
28/06/2020,East Java,330,18,-19,-9,-26,-46,2,10
29/06/2020,East Java,297,32,-12,-5,-14,-40,-23,13
30/06/2020,East Java,331,30,-11,-1,-14,-37,-23,12
01/07/2020,East Java,185,33,-9,4,-14,-35,-23,12
02/07/2020,East Java,374,22,-11,1,-12,-36,-23,13
03/07/2020,East Java,353,21,-15,-2,-22,-40,-23,13
04/07/2020,East Java,413,27,-14,-2,-21,-39,-14,11
05/07/2020,East Java,552,24,-15,-4,-21,-43,1,10
06/07/2020,East Java,308,33,-17,-10,-23,-41,-25,14
07/07/2020,East Java,280,26,-8,3,-11,-33,-24,11
08/07/2020,East Java,366,23,-9,0,-13,-33,-23,12
09/07/2020,East Java,517,23,-12,-3,-12,-36,-23,13
10/07/2020,East Java,246,27,-16,-5,-22,-39,-22,13
11/07/2020,East Java,409,36,-15,-4,-22,-40,-11,11
12/07/2020,East Java,518,20,-15,-5,-22,-43,2,10
13/07/2020,East Java,219,18,-10,-4,-15,-39,-21,13
14/07/2020,East Java,353,21,-12,-5,-17,-36,-22,12
15/07/2020,East Java,165,28,-12,-4,-21,-38,-21,13
16/07/2020,East Java,179,26,-12,-4,-14,-37,-21,13
17/07/2020,East Java,255,37,-16,-7,-24,-41,-20,14
18/07/2020,East Java,204,11,-15,-5,-23,-41,-10,12
19/07/2020,East Java,275,52,-17,-8,-24,-44,2,11
20/07/2020,East Java,237,32,-10,-4,-16,-39,-21,13
21/07/2020,East Java,283,28,-13,-6,-19,-38,-22,13
22/07/2020,East Java,265,35,-11,-3,-18,-37,-21,13
23/07/2020,East Java,357,29,-14,-6,-16,-38,-21,14
24/07/2020,East Java,496,29,-16,-7,-23,-41,-20,14
25/07/2020,East Java,310,18,-15,-4,-22,-39,-11,12
26/07/2020,East Java,283,17,-16,-7,-22,-43,2,11
27/07/2020,East Java,273,19,-10,-4,-14,-38,-21,14
28/07/2020,East Java,313,22,-12,-2,-14,-34,-21,13
29/07/2020,East Java,359,33,-10,1,-16,-31,-22,13
30/07/2020,East Java,288,14,-5,11,-3,-22,-23,11
31/07/2020,East Java,317,21,-27,-15,-10,-47,-61,20
01/08/2020,East Java,235,21,-17,-2,-15,-42,-25,12
02/08/2020,East Java,180,0,-15,-2,-19,-35,-2,8
03/08/2020,East Java,478,22,-7,3,-9,-31,-22,12
04/08/2020,East Java,430,40,-9,1,-11,-31,-23,12
05/08/2020,East Java,417,18,-7,4,-12,-31,-22,12
06/08/2020,East Java,286,18,-9,2,-8,-32,-22,12
07/08/2020,East Java,378,17,-12,-2,-17,-36,-21,12
08/08/2020,East Java,429,22,-11,0,-17,-35,-11,10
09/08/2020,East Java,408,21,-12,-3,-16,-38,2,9
10/08/2020,East Java,296,17,-6,2,-7,-32,-20,12
11/08/2020,East Java,291,21,-11,-3,-12,-31,-22,12
12/08/2020,East Java,303,16,-6,4,-11,-31,-21,11
13/08/2020,East Java,341,22,-8,0,-8,-31,-21,12
14/08/2020,East Java,418,14,-12,-2,-17,-33,-20,12
15/08/2020,East Java,436,21,-10,2,-14,-26,-11,9
16/08/2020,East Java,488,35,-11,-2,-6,-34,2,8
17/08/2020,East Java,336,14,-5,-1,40,-27,-55,16
18/08/2020,East Java,312,18,-8,1,-5,-26,-20,10
19/08/2020,East Java,335,19,-6,5,-4,-24,-20,10
20/08/2020,East Java,371,24,-10,-2,22,-24,-51,17
21/08/2020,East Java,458,30,-13,-4,-6,-35,-35,15
22/08/2020,East Java,321,25,-14,-5,-9,-34,-12,11
23/08/2020,East Java,279,19,-16,-8,-13,-33,3,10
24/08/2020,East Java,320,23,-9,-3,-9,-32,-19,12
25/08/2020,East Java,363,27,-10,-1,-10,-31,-19,12
26/08/2020,East Java,331,30,-9,1,-11,-31,-19,12
27/08/2020,East Java,367,30,-11,-1,-8,-33,-19,12
28/08/2020,East Java,417,20,-14,-3,-19,-35,-19,13
29/08/2020,East Java,641,21,-13,-1,-17,-36,-8,10
30/08/2020,East Java,466,26,-11,-1,-10,-36,5,9
31/08/2020,East Java,323,21,-7,2,-7,-32,-18,12
01/09/2020,East Java,350,26,-8,5,-9,-29,-19,11
02/09/2020,East Java,385,29,-7,6,-9,-29,-20,11
03/09/2020,East Java,377,34,-9,1,-7,-32,-20,12
04/09/2020,East Java,350,29,-11,1,-14,-33,-19,13
05/09/2020,East Java,326,27,-9,4,-8,-32,-10,10
06/09/2020,East Java,303,30,-9,2,-3,-35,2,9
07/09/2020,East Java,307,31,-5,3,-4,-31,-20,12
08/09/2020,East Java,401,32,-7,3,-5,-29,-20,11
09/09/2020,East Java,370,38,-6,4,-6,-29,-19,11
10/09/2020,East Java,381,42,-8,1,-3,-31,-20,10
11/09/2020,East Java,362,29,-12,-2,-13,-33,-20,9
12/09/2020,East Java,384,29,-10,-1,-7,-32,-11,7
13/09/2020,East Java,249,17,-11,-3,-4,-35,1,7
